País de nacimiento;Sexo;Edad;Periodo;Total
Total;Hombres;90 años;2022;44.435
Total;Hombres;90 años;2021;43.022
Total;Hombres;91 años;2024;39.346
Total;Hombres;91 años;2023;36.660
Total;Hombres;91 años;2022;35.855
Total;Hombres;91 años;2021;33.504
Total;Hombres;92 años;2024;30.211
Total;Hombres;92 años;2023;28.923
Total;Hombres;92 años;2022;27.200
Total;Hombres;92 años;2021;26.399
Total;Hombres;93 años;2024;23.246
Total;Hombres;93 años;2023;21.315
Total;Hombres;93 años;2022;21.030
Total;Hombres;93 años;2021;19.098
Total;Hombres;94 años;2024;16.715
Total;Hombres;94 años;2023;16.128
Total;Hombres;94 años;2022;14.709
Total;Hombres;94 años;2021;14.435
Total;Hombres;95 años;2024;12.331
Total;Hombres;95 años;2023;10.961
Total;Hombres;95 años;2022;10.861
Total;Hombres;95 años;2021;10.091
Total;Hombres;96 años;2024;8.097
Total;Hombres;96 años;2023;7.785
Total;Hombres;96 años;2022;7.381
Total;Hombres;96 años;2021;7.250
Total;Hombres;97 años;2024;5.617
Total;Hombres;97 años;2023;5.186
Total;Hombres;97 años;2022;5.179
Total;Hombres;97 años;2021;5.003
Total;Hombres;98 años;2024;3.702
Total;Hombres;98 años;2023;3.554
Total;Hombres;98 años;2022;3.511
Total;Hombres;98 años;2021;3.251
Total;Hombres;99 años;2024;2.477
Total;Hombres;99 años;2023;2.371
Total;Hombres;99 años;2022;2.262
Total;Hombres;99 años;2021;2.096
Total;Hombres;100 y más años;2024;2.828
Total;Hombres;100 y más años;2023;2.578
Total;Hombres;100 y más años;2022;2.438
Total;Hombres;100 y más años;2021;2.230
Total;Mujeres;Todas las edades;2024;24.792.824
Total;Mujeres;Todas las edades;2023;24.519.768
Total;Mujeres;Todas las edades;2022;24.197.980
Total;Mujeres;Todas las edades;2021;24.152.187
Total;Mujeres;0 años;2024;156.519
Total;Mujeres;0 años;2023;160.168
Total;Mujeres;0 años;2022;163.000
Total;Mujeres;0 años;2021;165.642
Total;Mujeres;1 año;2024;164.259
Total;Mujeres;1 año;2023;168.032
Total;Mujeres;1 año;2022;168.956
Total;Mujeres;1 año;2021;177.459
Total;Mujeres;2 años;2024;170.059
Total;Mujeres;2 años;2023;169.912
Total;Mujeres;2 años;2022;175.136
Total;Mujeres;2 años;2021;183.000
Total;Mujeres;3 años;2024;174.114
Total;Mujeres;3 años;2023;180.252
Total;Mujeres;3 años;2022;185.506
Total;Mujeres;3 años;2021;195.955
Total;Mujeres;4 años;2024;183.901
Total;Mujeres;4 años;2023;190.155
Total;Mujeres;4 años;2022;197.649
Total;Mujeres;4 años;2021;207.383
Total;Mujeres;5 años;2024;193.808
Total;Mujeres;5 años;2023;202.169
Total;Mujeres;5 años;2022;208.530
Total;Mujeres;5 años;2021;213.103
Total;Mujeres;6 años;2024;205.779
Total;Mujeres;6 años;2023;213.178
Total;Mujeres;6 años;2022;214.475
Total;Mujeres;6 años;2021;215.963
Total;Mujeres;7 años;2024;217.032
Total;Mujeres;7 años;2023;219.306
Total;Mujeres;7 años;2022;217.617
Total;Mujeres;7 años;2021;214.727
Total;Mujeres;8 años;2024;223.202
Total;Mujeres;8 años;2023;222.618
Total;Mujeres;8 años;2022;216.301
Total;Mujeres;8 años;2021;227.046
Total;Mujeres;9 años;2024;226.669
Total;Mujeres;9 años;2023;221.085
Total;Mujeres;9 años;2022;228.559
Total;Mujeres;9 años;2021;233.148
Total;Mujeres;10 años;2024;225.059
Total;Mujeres;10 años;2023;233.380
Total;Mujeres;10 años;2022;234.596
Total;Mujeres;10 años;2021;239.012
Total;Mujeres;11 años;2024;237.277
Total;Mujeres;11 años;2023;239.146
Total;Mujeres;11 años;2022;240.399
Total;Mujeres;11 años;2021;242.316
Total;Mujeres;12 años;2024;243.102
Total;Mujeres;12 años;2023;245.136
Total;Mujeres;12 años;2022;243.738
Total;Mujeres;12 años;2021;253.969
Total;Mujeres;13 años;2024;248.889
Total;Mujeres;13 años;2023;248.455
Total;Mujeres;13 años;2022;255.226
Total;Mujeres;13 años;2021;245.102
Total;Mujeres;14 años;2024;252.109
Total;Mujeres;14 años;2023;259.775
Total;Mujeres;14 años;2022;246.477
Total;Mujeres;14 años;2021;244.441
Total;Mujeres;15 años;2024;263.589
Total;Mujeres;15 años;2023;250.950
Total;Mujeres;15 años;2022;246.469
Total;Mujeres;15 años;2021;240.867
Total;Mujeres;16 años;2024;254.415
Total;Mujeres;16 años;2023;250.225
Total;Mujeres;16 años;2022;242.360
Total;Mujeres;16 años;2021;238.299
Total;Mujeres;17 años;2024;253.607
Total;Mujeres;17 años;2023;246.068
Total;Mujeres;17 años;2022;239.528
Total;Mujeres;17 años;2021;235.422
Total;Mujeres;18 años;2024;252.651
Total;Mujeres;18 años;2023;246.596
Total;Mujeres;18 años;2022;238.663
Total;Mujeres;18 años;2021;227.471
Total;Mujeres;19 años;2024;254.695
Total;Mujeres;19 años;2023;247.530
Total;Mujeres;19 años;2022;232.137
Total;Mujeres;19 años;2021;229.961
Total;Mujeres;20 años;2024;255.101
Total;Mujeres;20 años;2023;240.923
Total;Mujeres;20 años;2022;233.877
Total;Mujeres;20 años;2021;232.604
Total;Mujeres;21 años;2024;248.552
Total;Mujeres;21 años;2023;242.482
Total;Mujeres;21 años;2022;236.293
Total;Mujeres;21 años;2021;231.275
Total;Mujeres;22 años;2024;250.866
Total;Mujeres;22 años;2023;246.143
Total;Mujeres;22 años;2022;234.827
Total;Mujeres;22 años;2021;226.043
Total;Mujeres;23 años;2024;255.147
Total;Mujeres;23 años;2023;244.497
Total;Mujeres;23 años;2022;229.639
Total;Mujeres;23 años;2021;233.458
Total;Mujeres;24 años;2024;253.508
Total;Mujeres;24 años;2023;239.841
Total;Mujeres;24 años;2022;236.602
Total;Mujeres;24 años;2021;233.872
Total;Mujeres;25 años;2024;248.701
Total;Mujeres;25 años;2023;247.377
Total;Mujeres;25 años;2022;236.807
Total;Mujeres;25 años;2021;236.565
Total;Mujeres;26 años;2024;256.636
Total;Mujeres;26 años;2023;247.592
Total;Mujeres;26 años;2022;239.743
Total;Mujeres;26 años;2021;242.030
Total;Mujeres;27 años;2024;256.890
Total;Mujeres;27 años;2023;250.339
Total;Mujeres;27 años;2022;244.915
Total;Mujeres;27 años;2021;251.752
Total;Mujeres;28 años;2024;259.509
Total;Mujeres;28 años;2023;255.384
Total;Mujeres;28 años;2022;254.032
Total;Mujeres;28 años;2021;260.472
Total;Mujeres;29 años;2024;264.223
Total;Mujeres;29 años;2023;264.010
Total;Mujeres;29 años;2022;262.575
Total;Mujeres;29 años;2021;259.808
Total;Mujeres;30 años;2024;272.183
Total;Mujeres;30 años;2023;272.290
Total;Mujeres;30 años;2022;261.827
Total;Mujeres;30 años;2021;265.338
Total;Mujeres;31 años;2024;280.547
Total;Mujeres;31 años;2023;271.388
Total;Mujeres;31 años;2022;267.157
Total;Mujeres;31 años;2021;271.315
Total;Mujeres;32 años;2024;278.794
Total;Mujeres;32 años;2023;276.333
Total;Mujeres;32 años;2022;272.955
Total;Mujeres;32 años;2021;277.515
Total;Mujeres;33 años;2024;283.999
Total;Mujeres;33 años;2023;281.866
Total;Mujeres;33 años;2022;278.887
Total;Mujeres;33 años;2021;281.683
Total;Mujeres;34 años;2024;289.243
Total;Mujeres;34 años;2023;287.516
Total;Mujeres;34 años;2022;282.698
Total;Mujeres;34 años;2021;290.080
Total;Mujeres;35 años;2024;294.355
Total;Mujeres;35 años;2023;291.269
Total;Mujeres;35 años;2022;291.224
Total;Mujeres;35 años;2021;299.626
Total;Mujeres;36 años;2024;298.257
Total;Mujeres;36 años;2023;299.325
Total;Mujeres;36 años;2022;300.652
Total;Mujeres;36 años;2021;311.081
Total;Mujeres;37 años;2024;305.685
Total;Mujeres;37 años;2023;308.472
Total;Mujeres;37 años;2022;312.068
Total;Mujeres;37 años;2021;321.156
Total;Mujeres;38 años;2024;314.431
Total;Mujeres;38 años;2023;319.509
Total;Mujeres;38 años;2022;322.000
Total;Mujeres;38 años;2021;338.535
Total;Mujeres;39 años;2024;325.568
Total;Mujeres;39 años;2023;329.170
Total;Mujeres;39 años;2022;339.425
Total;Mujeres;39 años;2021;351.956
Total;Mujeres;40 años;2024;334.774
Total;Mujeres;40 años;2023;346.212
Total;Mujeres;40 años;2022;352.691
Total;Mujeres;40 años;2021;368.429
Total;Mujeres;41 años;2024;351.500
Total;Mujeres;41 años;2023;359.076
Total;Mujeres;41 años;2022;368.983
Total;Mujeres;41 años;2021;378.445
Total;Mujeres;42 años;2024;363.868
Total;Mujeres;42 años;2023;374.858
Total;Mujeres;42 años;2022;378.916
Total;Mujeres;42 años;2021;393.404
Total;Mujeres;43 años;2024;379.606
Total;Mujeres;43 años;2023;384.286
Total;Mujeres;43 años;2022;393.662
Total;Mujeres;43 años;2021;396.414
Total;Mujeres;44 años;2024;388.742
Total;Mujeres;44 años;2023;398.729
Total;Mujeres;44 años;2022;397.001
Total;Mujeres;44 años;2021;404.366
Total;Mujeres;45 años;2024;402.933
Total;Mujeres;45 años;2023;401.814
Total;Mujeres;45 años;2022;404.645
Total;Mujeres;45 años;2021;399.819
Total;Mujeres;46 años;2024;405.712
Total;Mujeres;46 años;2023;409.033
Total;Mujeres;46 años;2022;400.281
Total;Mujeres;46 años;2021;397.850
Total;Mujeres;47 años;2024;412.667
Total;Mujeres;47 años;2023;404.397
Total;Mujeres;47 años;2022;398.110
Total;Mujeres;47 años;2021;387.297
Total;Mujeres;48 años;2024;407.592
Total;Mujeres;48 años;2023;402.055
Total;Mujeres;48 años;2022;387.578
Total;Mujeres;48 años;2021;385.928
Total;Mujeres;49 años;2024;405.229
Total;Mujeres;49 años;2023;391.134
Total;Mujeres;49 años;2022;386.190
Total;Mujeres;49 años;2021;379.939
Total;Mujeres;50 años;2024;394.280
Total;Mujeres;50 años;2023;389.854
Total;Mujeres;50 años;2022;380.227
Total;Mujeres;50 años;2021;375.095
Total;Mujeres;51 años;2024;392.710
Total;Mujeres;51 años;2023;383.647
Total;Mujeres;51 años;2022;375.278
Total;Mujeres;51 años;2021;371.915
Total;Mujeres;52 años;2024;386.301
Total;Mujeres;52 años;2023;378.513
Total;Mujeres;52 años;2022;372.060
Total;Mujeres;52 años;2021;369.694
Total;Mujeres;53 años;2024;380.883
Total;Mujeres;53 años;2023;374.841
Total;Mujeres;53 años;2022;369.522
Total;Mujeres;53 años;2021;372.539
Total;Mujeres;54 años;2024;376.935
Total;Mujeres;54 años;2023;371.961
Total;Mujeres;54 años;2022;372.525
Total;Mujeres;54 años;2021;362.898
Total;Mujeres;55 años;2024;373.947
Total;Mujeres;55 años;2023;374.861
Total;Mujeres;55 años;2022;362.766
Total;Mujeres;55 años;2021;361.092
Total;Mujeres;56 años;2024;376.392
Total;Mujeres;56 años;2023;364.887
Total;Mujeres;56 años;2022;361.007
Total;Mujeres;56 años;2021;365.775
Total;Mujeres;57 años;2024;366.292
Total;Mujeres;57 años;2023;362.766
Total;Mujeres;57 años;2022;365.611
Total;Mujeres;57 años;2021;347.460
Total;Mujeres;58 años;2024;364.064
Total;Mujeres;58 años;2023;367.219
Total;Mujeres;58 años;2022;347.010
Total;Mujeres;58 años;2021;336.527
Total;Mujeres;59 años;2024;368.028
Total;Mujeres;59 años;2023;348.521
Total;Mujeres;59 años;2022;335.852
Total;Mujeres;59 años;2021;328.535
Total;Mujeres;60 años;2024;349.149
Total;Mujeres;60 años;2023;337.131
Total;Mujeres;60 años;2022;327.988
Total;Mujeres;60 años;2021;329.369
Total;Mujeres;61 años;2024;337.876
Total;Mujeres;61 años;2023;329.018
Total;Mujeres;61 años;2022;328.621
Total;Mujeres;61 años;2021;319.767
Total;Mujeres;62 años;2024;329.417
Total;Mujeres;62 años;2023;329.622
Total;Mujeres;62 años;2022;318.892
Total;Mujeres;62 años;2021;312.112
Total;Mujeres;63 años;2024;329.648
Total;Mujeres;63 años;2023;319.535
Total;Mujeres;63 años;2022;311.348
Total;Mujeres;63 años;2021;304.720
Total;Mujeres;64 años;2024;319.450
Total;Mujeres;64 años;2023;311.700
Total;Mujeres;64 años;2022;303.792
Total;Mujeres;64 años;2021;283.621
Total;Mujeres;65 años;2024;311.752
Total;Mujeres;65 años;2023;303.926
Total;Mujeres;65 años;2022;282.871
Total;Mujeres;65 años;2021;274.927
Total;Mujeres;66 años;2024;303.921
Total;Mujeres;66 años;2023;282.536
Total;Mujeres;66 años;2022;274.260
Total;Mujeres;66 años;2021;262.490
Total;Mujeres;67 años;2024;282.920
Total;Mujeres;67 años;2023;274.084
Total;Mujeres;67 años;2022;261.621
Total;Mujeres;67 años;2021;261.334
Total;Mujeres;68 años;2024;273.673
Total;Mujeres;68 años;2023;261.488
Total;Mujeres;68 años;2022;260.218
Total;Mujeres;68 años;2021;258.371
Total;Mujeres;69 años;2024;260.652
Total;Mujeres;69 años;2023;259.479
Total;Mujeres;69 años;2022;256.938
Total;Mujeres;69 años;2021;242.525
Total;Mujeres;70 años;2024;258.414
Total;Mujeres;70 años;2023;256.222
Total;Mujeres;70 años;2022;241.183
Total;Mujeres;70 años;2021;235.790
Total;Mujeres;71 años;2024;254.787
Total;Mujeres;71 años;2023;240.160
Total;Mujeres;71 años;2022;234.067
Total;Mujeres;71 años;2021;244.567
Total;Mujeres;72 años;2024;238.501
Total;Mujeres;72 años;2023;232.837
Total;Mujeres;72 años;2022;242.663
Total;Mujeres;72 años;2021;254.017
Total;Mujeres;73 años;2024;231.013
Total;Mujeres;73 años;2023;241.061
Total;Mujeres;73 años;2022;251.814
Total;Mujeres;73 años;2021;230.769
Total;Mujeres;74 años;2024;238.658
Total;Mujeres;74 años;2023;249.522
Total;Mujeres;74 años;2022;228.271
Total;Mujeres;74 años;2021;219.696
Total;Mujeres;75 años;2024;246.632
Total;Mujeres;75 años;2023;225.812
Total;Mujeres;75 años;2022;217.117
Total;Mujeres;75 años;2021;227.288
Total;Mujeres;76 años;2024;222.845
Total;Mujeres;76 años;2023;214.313
Total;Mujeres;76 años;2022;223.911
Total;Mujeres;76 años;2021;213.485
Total;Mujeres;77 años;2024;210.899
Total;Mujeres;77 años;2023;220.468
Total;Mujeres;77 años;2022;210.076
Total;Mujeres;77 años;2021;207.989
Total;Mujeres;78 años;2024;216.564
Total;Mujeres;78 años;2023;206.344
Total;Mujeres;78 años;2022;204.038
Total;Mujeres;78 años;2021;176.247
Total;Mujeres;79 años;2024;202.051
Total;Mujeres;79 años;2023;199.657
Total;Mujeres;79 años;2022;172.381
Total;Mujeres;79 años;2021;160.091
Total;Mujeres;80 años;2024;194.842
Total;Mujeres;80 años;2023;168.022
Total;Mujeres;80 años;2022;155.945
Total;Mujeres;80 años;2021;193.447
Total;Mujeres;81 años;2024;163.519
Total;Mujeres;81 años;2023;151.568
Total;Mujeres;81 años;2022;187.445
Total;Mujeres;81 años;2021;126.282
Total;Mujeres;82 años;2024;146.689
Total;Mujeres;82 años;2023;181.220
Total;Mujeres;82 años;2022;121.851
Total;Mujeres;82 años;2021;138.973
Total;Mujeres;83 años;2024;174.668
Total;Mujeres;83 años;2023;116.940
Total;Mujeres;83 años;2022;133.235
Total;Mujeres;83 años;2021;150.776
Total;Mujeres;84 años;2024;111.798
Total;Mujeres;84 años;2023;127.108
Total;Mujeres;84 años;2022;143.809
Total;Mujeres;84 años;2021;159.132
Total;Mujeres;85 años;2024;120.541
Total;Mujeres;85 años;2023;135.919
Total;Mujeres;85 años;2022;150.368
Total;Mujeres;85 años;2021;146.077
Total;Mujeres;86 años;2024;127.915
Total;Mujeres;86 años;2023;140.913
Total;Mujeres;86 años;2022;136.981
Total;Mujeres;86 años;2021;136.817
Total;Mujeres;87 años;2024;131.396
Total;Mujeres;87 años;2023;126.973
Total;Mujeres;87 años;2022;126.801
Total;Mujeres;87 años;2021;129.383
Total;Mujeres;88 años;2024;117.043
Total;Mujeres;88 años;2023;116.012
Total;Mujeres;88 años;2022;118.380
Total;Mujeres;88 años;2021;117.711
Total;Mujeres;89 años;2024;105.423
Total;Mujeres;89 años;2023;106.630
Total;Mujeres;89 años;2022;106.451
Total;Mujeres;89 años;2021;99.886
Total;Mujeres;90 años;2024;95.346
Total;Mujeres;90 años;2023;94.185
Total;Mujeres;90 años;2022;88.884
Total;Mujeres;90 años;2021;89.433
Total;Mujeres;91 años;2024;82.988
Total;Mujeres;91 años;2023;77.045
Total;Mujeres;91 años;2022;78.082
Total;Mujeres;91 años;2021;73.193
Total;Mujeres;92 años;2024;66.569
Total;Mujeres;92 años;2023;66.529
Total;Mujeres;92 años;2022;62.645
Total;Mujeres;92 años;2021;61.091
Total;Mujeres;93 años;2024;56.463
Total;Mujeres;93 años;2023;52.006
Total;Mujeres;93 años;2022;51.471
Total;Mujeres;93 años;2021;47.315
Total;Mujeres;94 años;2024;42.991
Total;Mujeres;94 años;2023;41.830
Total;Mujeres;94 años;2022;38.936
Total;Mujeres;94 años;2021;38.347
Total;Mujeres;95 años;2024;33.776
Total;Mujeres;95 años;2023;30.762
Total;Mujeres;95 años;2022;30.663
Total;Mujeres;95 años;2021;28.818
Total;Mujeres;96 años;2024;24.260
Total;Mujeres;96 años;2023;23.547
Total;Mujeres;96 años;2022;22.602
Total;Mujeres;96 años;2021;21.787
Total;Mujeres;97 años;2024;18.019
Total;Mujeres;97 años;2023;16.806
Total;Mujeres;97 años;2022;16.620
Total;Mujeres;97 años;2021;15.553
Total;Mujeres;98 años;2024;12.608
Total;Mujeres;98 años;2023;11.987
Total;Mujeres;98 años;2022;11.599
Total;Mujeres;98 años;2021;11.294
Total;Mujeres;99 años;2024;8.680
Total;Mujeres;99 años;2023;8.243
Total;Mujeres;99 años;2022;8.226
Total;Mujeres;99 años;2021;7.300
Total;Mujeres;100 y más años;2024;13.083
Total;Mujeres;100 y más años;2023;12.082
Total;Mujeres;100 y más años;2022;11.476
Total;Mujeres;100 y más años;2021;10.526
España;Total;Todas las edades;2024;39.781.461
España;Total;Todas las edades;2023;39.881.155
España;Total;Todas las edades;2022;40.018.611
España;Total;Todas las edades;2021;40.146.001
España;Total;0 años;2024;318.825
España;Total;0 años;2023;327.139
España;Total;0 años;2022;334.661
España;Total;0 años;2021;338.084
España;Total;1 año;2024;328.220
España;Total;1 año;2023;336.210
España;Total;1 año;2022;339.751
España;Total;1 año;2021;358.915
España;Total;2 años;2024;332.334
España;Total;2 años;2023;332.189
España;Total;2 años;2022;349.550
España;Total;2 años;2021;362.397
España;Total;3 años;2024;333.074
España;Total;3 años;2023;350.454
España;Total;3 años;2022;363.325
España;Total;3 años;2021;384.239
España;Total;4 años;2024;349.905
España;Total;4 años;2023;362.895
España;Total;4 años;2022;383.286
España;Total;4 años;2021;401.126
España;Total;5 años;2024;361.777
España;Total;5 años;2023;382.358
España;Total;5 años;2022;399.561
España;Total;5 años;2021;408.954
España;Total;6 años;2024;381.085
España;Total;6 años;2023;398.149
España;Total;6 años;2022;407.354
España;Total;6 años;2021;414.347
España;Total;7 años;2024;397.411
España;Total;7 años;2023;406.532
España;Total;7 años;2022;413.353
España;Total;7 años;2021;410.623
España;Total;8 años;2024;405.794
España;Total;8 años;2023;412.654
España;Total;8 años;2022;409.772
España;Total;8 años;2021;437.213
España;Total;9 años;2024;412.190
España;Total;9 años;2023;409.178
España;Total;9 años;2022;436.602
España;Total;9 años;2021;450.057
España;Total;10 años;2024;408.616
España;Total;10 años;2023;435.747
España;Total;10 años;2022;449.018
España;Total;10 años;2021;460.345
España;Total;11 años;2024;435.034
España;Total;11 años;2023;448.098
